Funder ID,Status,Company Location,Company Size,Annual Revenue,Year Incorporated,Industry Sector,Lease Term,Lease Amount,Equipment Type,Business Type,Previous Lease History,Application Date
4,approved,NS,100+,46779773,1961,Industrial & Material Handling,2,59252.15095991499,Other,Corporation,No,2020-10-08
1,approved,NS,51-100,5559257,2008,Industrial & Material Handling,4,227317.98141052463,Heavy Tools,Corporation,No,2016-11-04
3,approved,NS,51-100,5559257,2008,Industrial & Material Handling,4,227317.98141052463,Heavy Tools,Corporation,No,2016-11-04
4,approved,NS,51-100,5559257,2008,Industrial & Material Handling,4,227317.98141052463,Heavy Tools,Corporation,No,2016-11-04
1,approved,NS,51-100,5173334,2014,Service Industry,2,168293.25256200208,Other,Corporation,Yes,2016-02-18
3,approved,NS,51-100,5173334,2014,Service Industry,2,168293.25256200208,Other,Corporation,Yes,2016-02-18
4,approved,NS,51-100,5173334,2014,Service Industry,2,168293.25256200208,Other,Corporation,Yes,2016-02-18
2,approved,PEI,1-50,1626268,2015,Healthcare & Wellness,5,56202.68949587491,Software,Corporation,Yes,2016-06-24
1,approved,NB,51-100,5496152,2002,Construction & Transportation,4,174061.20916021243,Construction Vehicles,Corporation,No,2015-01-02
1,approved,NB,1-50,3838860,1992,Healthcare & Wellness,4,131403.05563354652,,Corporation,Yes,2021-11-17
2,approved,NB,1-50,3838860,1992,Healthcare & Wellness,4,131403.05563354652,,Corporation,Yes,2021-11-17
3,approved,NB,1-50,3838860,1992,Healthcare & Wellness,4,131403.05563354652,,Corporation,Yes,2021-11-17
4,approved,NB,1-50,3838860,1992,Healthcare & Wellness,4,131403.05563354652,,Corporation,Yes,2021-11-17
2,approved,NS,1-50,2088779,1992,Construction & Transportation,3,134215.13787675035,Software,Corporation,Yes,2024-08-15
1,approved,NS,100+,16501337,1972,Service Industry,4,72699.13009011748,Other,Corporation,Yes,2020-05-08
3,approved,NS,100+,16501337,1972,Service Industry,4,72699.13009011748,Other,Corporation,Yes,2020-05-08
4,approved,NS,100+,16501337,1972,Service Industry,4,72699.13009011748,Other,Corporation,Yes,2020-05-08
2,approved,PEI,100+,19154647,1972,Landscaping & Agriculture,3,42960.89614167098,Technology,Corporation,Yes,2023-04-18
1,approved,NB,1-50,1505792,2001,Healthcare & Wellness,4,141183.60591759224,,Corporation,No,2017-06-26
2,approved,NB,1-50,1505792,2001,Healthcare & Wellness,4,141183.60591759224,,Corporation,No,2017-06-26
3,approved,NB,1-50,1505792,2001,Healthcare & Wellness,4,141183.60591759224,,Corporation,No,2017-06-26
4,approved,NB,1-50,1505792,2001,Healthcare & Wellness,4,141183.60591759224,,Corporation,No,2017-06-26
1,approved,NB,51-100,8826448,2011,Landscaping & Agriculture,4,200275.48812532285,Heavy Machinery,Corporation,No,2016-02-12
3,approved,NB,51-100,8826448,2011,Landscaping & Agriculture,4,200275.48812532285,Heavy Machinery,Corporation,No,2016-02-12
4,approved,NB,51-100,8826448,2011,Landscaping & Agriculture,4,200275.48812532285,Heavy Machinery,Corporation,No,2016-02-12
1,approved,NB,1-50,3808471,1990,Landscaping & Agriculture,1,104041.90662970296,Heavy Machinery,Corporation,No,2022-05-12
2,denied,NB,1-50,3808471,1990,Landscaping & Agriculture,1,104041.90662970296,Heavy Machinery,Corporation,No,2022-05-12
3,approved,NB,1-50,3808471,1990,Landscaping & Agriculture,1,104041.90662970296,Heavy Machinery,Corporation,No,2022-05-12
4,approved,NB,1-50,3808471,1990,Landscaping & Agriculture,1,104041.90662970296,Heavy Machinery,Corporation,No,2022-05-12
1,approved,NS,51-100,6715387,1995,Service Industry,2,155052.71594366606,Service Machinery,Corporation,No,2024-08-22
3,approved,NS,51-100,6715387,1995,Service Industry,2,155052.71594366606,Service Machinery,Corporation,No,2024-08-22
4,approved,NS,51-100,6715387,1995,Service Industry,2,155052.71594366606,Service Machinery,Corporation,No,2024-08-22
1,approved,NS,51-100,5882453,2017,Service Industry,1,110590.1780805592,,Corporation,No,2023-03-15
3,denied,NS,51-100,5882453,2017,Service Industry,1,110590.1780805592,,Corporation,No,2023-03-15
4,approved,NS,51-100,5882453,2017,Service Industry,1,110590.1780805592,,Corporation,No,2023-03-15
1,denied,NS,1-50,2345447,1997,Healthcare & Wellness,1,137572.97002293554,,Corporation,No,2017-10-10
3,denied,NS,1-50,2345447,1997,Healthcare & Wellness,1,137572.97002293554,,Corporation,No,2017-10-10
4,approved,NS,1-50,2345447,1997,Healthcare & Wellness,1,137572.97002293554,,Corporation,No,2017-10-10
1,approved,NB,1-50,1876783,2020,Service Industry,3,71138.68000053664,POS Systems,Corporation,No,2023-04-24
2,approved,NB,1-50,1876783,2020,Service Industry,3,71138.68000053664,POS Systems,Corporation,No,2023-04-24
3,approved,NB,1-50,1876783,2020,Service Industry,3,71138.68000053664,POS Systems,Corporation,No,2023-04-24
4,approved,NB,1-50,1876783,2020,Service Industry,3,71138.68000053664,POS Systems,Corporation,No,2023-04-24
1,approved,NS,1-50,3724620,1995,Healthcare & Wellness,4,151143.48764706973,Medical Devices,Corporation,No,2017-03-03
2,approved,NS,1-50,3724620,1995,Healthcare & Wellness,4,151143.48764706973,Medical Devices,Corporation,No,2017-03-03
3,approved,NS,1-50,3724620,1995,Healthcare & Wellness,4,151143.48764706973,Medical Devices,Corporation,No,2017-03-03
4,approved,NS,1-50,3724620,1995,Healthcare & Wellness,4,151143.48764706973,Medical Devices,Corporation,No,2017-03-03
1,approved,PEI,100+,18069426,1994,Industrial & Material Handling,1,103093.33210417863,Material Handling Equipment,Corporation,No,2018-04-12
3,approved,PEI,100+,18069426,1994,Industrial & Material Handling,1,103093.33210417863,Material Handling Equipment,Corporation,No,2018-04-12
4,approved,PEI,100+,18069426,1994,Industrial & Material Handling,1,103093.33210417863,Material Handling Equipment,Corporation,No,2018-04-12
1,approved,NB,1-50,2405608,2003,Landscaping & Agriculture,2,76244.91435065346,,Corporation,No,2018-02-22
3,approved,NB,1-50,2405608,2003,Landscaping & Agriculture,2,76244.91435065346,,Corporation,No,2018-02-22
4,approved,NB,1-50,2405608,2003,Landscaping & Agriculture,2,76244.91435065346,,Corporation,No,2018-02-22
1,denied,NS,1-50,4420389,2007,Landscaping & Agriculture,1,153017.01238418865,Heavy Machinery,Corporation,No,2015-12-11
2,denied,NS,1-50,4420389,2007,Landscaping & Agriculture,1,153017.01238418865,Heavy Machinery,Corporation,No,2015-12-11
3,approved,NS,1-50,4420389,2007,Landscaping & Agriculture,1,153017.01238418865,Heavy Machinery,Corporation,No,2015-12-11
4,approved,NS,1-50,4420389,2007,Landscaping & Agriculture,1,153017.01238418865,Heavy Machinery,Corporation,No,2015-12-11
2,approved,PEI,1-50,1724995,1996,Construction & Transportation,2,43205.51112081791,Software,Corporation,Yes,2018-09-26
1,denied,NS,1-50,3568722,2000,Service Industry,1,170350.10994496426,Service Machinery,Corporation,Yes,2015-11-19
2,approved,NS,1-50,3568722,2000,Service Industry,1,170350.10994496426,Service Machinery,Corporation,Yes,2015-11-19
3,approved,NS,1-50,3568722,2000,Service Industry,1,170350.10994496426,Service Machinery,Corporation,Yes,2015-11-19
4,approved,NS,1-50,3568722,2000,Service Industry,1,170350.10994496426,Service Machinery,Corporation,Yes,2015-11-19
1,approved,PEI,51-100,9297107,2004,Healthcare & Wellness,1,104166.82933052361,,Corporation,Yes,2018-08-15
3,approved,PEI,51-100,9297107,2004,Healthcare & Wellness,1,104166.82933052361,,Corporation,Yes,2018-08-15
4,approved,PEI,51-100,9297107,2004,Healthcare & Wellness,1,104166.82933052361,,Corporation,Yes,2018-08-15
1,approved,PEI,1-50,2923184,2007,Healthcare & Wellness,4,148707.58122105396,,Corporation,No,2018-07-18
2,approved,PEI,1-50,2923184,2007,Healthcare & Wellness,4,148707.58122105396,,Corporation,No,2018-07-18
3,approved,PEI,1-50,2923184,2007,Healthcare & Wellness,4,148707.58122105396,,Corporation,No,2018-07-18
4,approved,PEI,1-50,2923184,2007,Healthcare & Wellness,4,148707.58122105396,,Corporation,No,2018-07-18
1,approved,NB,100+,18914423,1970,Construction & Transportation,3,82178.85984082488,Transport Machinery,Corporation,No,2017-06-09
1,approved,NS,1-50,2178365,2011,Service Industry,4,1000.0,Computers,Corporation,Yes,2016-03-04
2,approved,NS,1-50,2178365,2011,Service Industry,4,1000.0,Computers,Corporation,Yes,2016-03-04
3,approved,NS,1-50,2178365,2011,Service Industry,4,1000.0,Computers,Corporation,Yes,2016-03-04
4,approved,NS,1-50,2178365,2011,Service Industry,4,1000.0,Computers,Corporation,Yes,2016-03-04
1,approved,PEI,1-50,3366317,2012,Service Industry,1,92489.59253163726,Other,Corporation,No,2023-09-26
2,approved,PEI,1-50,3366317,2012,Service Industry,1,92489.59253163726,Other,Corporation,No,2023-09-26
3,approved,PEI,1-50,3366317,2012,Service Industry,1,92489.59253163726,Other,Corporation,No,2023-09-26
4,approved,PEI,1-50,3366317,2012,Service Industry,1,92489.59253163726,Other,Corporation,No,2023-09-26
1,approved,NB,51-100,4842058,1995,Industrial & Material Handling,3,200927.39223479072,Other,Corporation,No,2015-06-05
3,approved,NB,51-100,4842058,1995,Industrial & Material Handling,3,200927.39223479072,Other,Corporation,No,2015-06-05
4,approved,NB,51-100,4842058,1995,Industrial & Material Handling,3,200927.39223479072,Other,Corporation,No,2015-06-05
1,approved,PEI,1-50,1230300,2008,Industrial & Material Handling,3,103930.89957004802,Material Handling Equipment,Corporation,Yes,2017-09-28
2,approved,PEI,1-50,1230300,2008,Industrial & Material Handling,3,103930.89957004802,Material Handling Equipment,Corporation,Yes,2017-09-28
3,approved,PEI,1-50,1230300,2008,Industrial & Material Handling,3,103930.89957004802,Material Handling Equipment,Corporation,Yes,2017-09-28
4,approved,PEI,1-50,1230300,2008,Industrial & Material Handling,3,103930.89957004802,Material Handling Equipment,Corporation,Yes,2017-09-28
1,approved,NB,1-50,2111334,2017,Service Industry,3,99058.8340942607,,Corporation,No,2020-12-25
3,approved,NB,1-50,2111334,2017,Service Industry,3,99058.8340942607,,Corporation,No,2020-12-25
4,denied,NB,1-50,2111334,2017,Service Industry,3,99058.8340942607,,Corporation,No,2020-12-25
1,approved,NB,1-50,1720474,1997,Construction & Transportation,3,88573.5114415133,Safety Equipment,Corporation,Yes,2015-03-13
3,approved,NB,1-50,1720474,1997,Construction & Transportation,3,88573.5114415133,Safety Equipment,Corporation,Yes,2015-03-13
1,approved,NB,1-50,4175365,1999,Service Industry,5,188610.23098094092,Other,Corporation,No,2021-01-08
2,approved,NB,1-50,4175365,1999,Service Industry,5,188610.23098094092,Other,Corporation,No,2021-01-08
3,approved,NB,1-50,4175365,1999,Service Industry,5,188610.23098094092,Other,Corporation,No,2021-01-08
4,approved,NB,1-50,4175365,1999,Service Industry,5,188610.23098094092,Other,Corporation,No,2021-01-08
1,approved,PEI,1-50,3425289,2021,Landscaping & Agriculture,3,62333.79540759815,Heavy Machinery,Corporation,Yes,2024-01-05
2,approved,PEI,1-50,3425289,2021,Landscaping & Agriculture,3,62333.79540759815,Heavy Machinery,Corporation,Yes,2024-01-05
3,approved,PEI,1-50,3425289,2021,Landscaping & Agriculture,3,62333.79540759815,Heavy Machinery,Corporation,Yes,2024-01-05
4,approved,PEI,1-50,3425289,2021,Landscaping & Agriculture,3,62333.79540759815,Heavy Machinery,Corporation,Yes,2024-01-05
1,approved,PEI,1-50,4921183,1993,Landscaping & Agriculture,2,1000.0,Landscaping Tools,Corporation,No,2021-01-12
3,approved,PEI,1-50,4921183,1993,Landscaping & Agriculture,2,1000.0,Landscaping Tools,Corporation,No,2021-01-12
4,approved,PEI,1-50,4921183,1993,Landscaping & Agriculture,2,1000.0,Landscaping Tools,Corporation,No,2021-01-12
2,approved,PEI,1-50,3303027,2000,Construction & Transportation,2,208919.88606472508,Technology,Corporation,No,2016-05-23
2,approved,NS,1-50,1746854,2013,Landscaping & Agriculture,2,110008.87906965021,Technology,Corporation,Yes,2016-03-04
2,approved,NB,51-100,3197604,2006,Landscaping & Agriculture,2,124220.56787944818,Technology,Corporation,No,2019-11-01
2,approved,NB,1-50,3871353,2009,Healthcare & Wellness,4,132967.47104738798,Software,Corporation,No,2016-04-22
2,denied,NS,1-50,4994706,2022,Landscaping & Agriculture,3,107292.28077454437,Technology,Corporation,No,2017-01-12
1,approved,NS,1-50,3559395,2021,Healthcare & Wellness,3,1147.476909948919,,Corporation,No,2023-12-15
2,approved,NS,1-50,3559395,2021,Healthcare & Wellness,3,1147.476909948919,,Corporation,No,2023-12-15
3,approved,NS,1-50,3559395,2021,Healthcare & Wellness,3,1147.476909948919,,Corporation,No,2023-12-15
4,approved,NS,1-50,3559395,2021,Healthcare & Wellness,3,1147.476909948919,,Corporation,No,2023-12-15
1,approved,NB,1-50,1430663,2002,Industrial & Material Handling,2,41042.352067560336,Manufacturing Tools,Corporation,No,2019-02-11
2,approved,NB,1-50,1430663,2002,Industrial & Material Handling,2,41042.352067560336,Manufacturing Tools,Corporation,No,2019-02-11
3,approved,NB,1-50,1430663,2002,Industrial & Material Handling,2,41042.352067560336,Manufacturing Tools,Corporation,No,2019-02-11
4,approved,NB,1-50,1430663,2002,Industrial & Material Handling,2,41042.352067560336,Manufacturing Tools,Corporation,No,2019-02-11
1,approved,PEI,1-50,2242591,2020,Service Industry,2,66393.19994013084,,Corporation,No,2017-10-20
3,approved,PEI,1-50,2242591,2020,Service Industry,2,66393.19994013084,,Corporation,No,2017-10-20
4,approved,PEI,1-50,2242591,2020,Service Industry,2,66393.19994013084,,Corporation,No,2017-10-20
1,approved,PEI,51-100,4645394,1994,Service Industry,5,221848.31323054488,,Corporation,No,2015-09-14
3,approved,PEI,51-100,4645394,1994,Service Industry,5,221848.31323054488,,Corporation,No,2015-09-14
4,approved,PEI,51-100,4645394,1994,Service Industry,5,221848.31323054488,,Corporation,No,2015-09-14
1,approved,NB,1-50,2958722,2020,Service Industry,1,81805.98696190448,Office Equipment,Corporation,Yes,2024-05-03
2,approved,NB,1-50,2958722,2020,Service Industry,1,81805.98696190448,Office Equipment,Corporation,Yes,2024-05-03
3,approved,NB,1-50,2958722,2020,Service Industry,1,81805.98696190448,Office Equipment,Corporation,Yes,2024-05-03
4,approved,NB,1-50,2958722,2020,Service Industry,1,81805.98696190448,Office Equipment,Corporation,Yes,2024-05-03
1,approved,PEI,1-50,4697637,2002,Service Industry,1,189210.4852163857,Office Equipment,Corporation,No,2020-08-27
2,approved,PEI,1-50,4697637,2002,Service Industry,1,189210.4852163857,Office Equipment,Corporation,No,2020-08-27
3,approved,PEI,1-50,4697637,2002,Service Industry,1,189210.4852163857,Office Equipment,Corporation,No,2020-08-27
4,approved,PEI,1-50,4697637,2002,Service Industry,1,189210.4852163857,Office Equipment,Corporation,No,2020-08-27
1,approved,NB,51-100,3998297,1996,Landscaping & Agriculture,2,82005.34174713735,,Corporation,No,2022-04-25
3,approved,NB,51-100,3998297,1996,Landscaping & Agriculture,2,82005.34174713735,,Corporation,No,2022-04-25
4,approved,NB,51-100,3998297,1996,Landscaping & Agriculture,2,82005.34174713735,,Corporation,No,2022-04-25
1,approved,NB,51-100,7433139,2018,Construction & Transportation,1,90264.69909281071,Transport Machinery,Corporation,Yes,2021-09-06
1,approved,NB,1-50,1089856,2008,Landscaping & Agriculture,3,154700.5878547004,,Corporation,No,2019-01-18
2,approved,NB,1-50,1089856,2008,Landscaping & Agriculture,3,154700.5878547004,,Corporation,No,2019-01-18
3,denied,NB,1-50,1089856,2008,Landscaping & Agriculture,3,154700.5878547004,,Corporation,No,2019-01-18
4,approved,NB,1-50,1089856,2008,Landscaping & Agriculture,3,154700.5878547004,,Corporation,No,2019-01-18
2,approved,PEI,1-50,2003086,1998,Construction & Transportation,1,91235.77118215403,Technology,Corporation,Yes,2015-05-12
2,approved,NS,1-50,2661010,2019,Healthcare & Wellness,3,147370.66316976445,Software,Corporation,No,2015-02-20
1,denied,NS,51-100,4044001,1993,Healthcare & Wellness,1,129875.547929806,Medical Devices,Corporation,No,2020-11-25
3,approved,NS,51-100,4044001,1993,Healthcare & Wellness,1,129875.547929806,Medical Devices,Corporation,No,2020-11-25
4,denied,NS,51-100,4044001,1993,Healthcare & Wellness,1,129875.547929806,Medical Devices,Corporation,No,2020-11-25
1,denied,NB,1-50,4499734,1992,Landscaping & Agriculture,5,127958.57935177727,Landscaping Tools,Corporation,No,2016-04-15
2,approved,NB,1-50,4499734,1992,Landscaping & Agriculture,5,127958.57935177727,Landscaping Tools,Corporation,No,2016-04-15
3,approved,NB,1-50,4499734,1992,Landscaping & Agriculture,5,127958.57935177727,Landscaping Tools,Corporation,No,2016-04-15
4,approved,NB,1-50,4499734,1992,Landscaping & Agriculture,5,127958.57935177727,Landscaping Tools,Corporation,No,2016-04-15
1,approved,NS,51-100,8016838,2006,Landscaping & Agriculture,1,195361.6638769351,,Corporation,No,2018-11-14
3,approved,NS,51-100,8016838,2006,Landscaping & Agriculture,1,195361.6638769351,,Corporation,No,2018-11-14
4,approved,NS,51-100,8016838,2006,Landscaping & Agriculture,1,195361.6638769351,,Corporation,No,2018-11-14
1,approved,NB,1-50,1136261,1992,Industrial & Material Handling,1,98349.59708546955,Manufacturing Tools,Corporation,No,2016-05-13
2,denied,NB,1-50,1136261,1992,Industrial & Material Handling,1,98349.59708546955,Manufacturing Tools,Corporation,No,2016-05-13
3,approved,NB,1-50,1136261,1992,Industrial & Material Handling,1,98349.59708546955,Manufacturing Tools,Corporation,No,2016-05-13
4,approved,NB,1-50,1136261,1992,Industrial & Material Handling,1,98349.59708546955,Manufacturing Tools,Corporation,No,2016-05-13
1,approved,NB,1-50,2819270,2006,Industrial & Material Handling,1,19113.192507401887,Other,Corporation,No,2018-09-27
3,approved,NB,1-50,2819270,2006,Industrial & Material Handling,1,19113.192507401887,Other,Corporation,No,2018-09-27
4,denied,NB,1-50,2819270,2006,Industrial & Material Handling,1,19113.192507401887,Other,Corporation,No,2018-09-27
1,approved,NB,1-50,3514438,2008,Healthcare & Wellness,3,198193.0572075674,,Corporation,Yes,2019-03-05
2,approved,NB,1-50,3514438,2008,Healthcare & Wellness,3,198193.0572075674,,Corporation,Yes,2019-03-05
3,approved,NB,1-50,3514438,2008,Healthcare & Wellness,3,198193.0572075674,,Corporation,Yes,2019-03-05
4,approved,NB,1-50,3514438,2008,Healthcare & Wellness,3,198193.0572075674,,Corporation,Yes,2019-03-05
1,approved,NB,1-50,2449420,2018,Construction & Transportation,3,184654.4782887472,Transport Machinery,Corporation,No,2023-12-13
1,approved,NB,1-50,4946366,1997,Industrial & Material Handling,2,236698.15439269363,Other,Corporation,Yes,2021-12-10
2,approved,NB,1-50,4946366,1997,Industrial & Material Handling,2,236698.15439269363,Other,Corporation,Yes,2021-12-10
3,approved,NB,1-50,4946366,1997,Industrial & Material Handling,2,236698.15439269363,Other,Corporation,Yes,2021-12-10
4,approved,NB,1-50,4946366,1997,Industrial & Material Handling,2,236698.15439269363,Other,Corporation,Yes,2021-12-10
1,approved,NS,1-50,4724753,2005,Industrial & Material Handling,5,98341.72543828309,Manufacturing Tools,Corporation,No,2015-07-15
2,approved,NS,1-50,4724753,2005,Industrial & Material Handling,5,98341.72543828309,Manufacturing Tools,Corporation,No,2015-07-15
3,approved,NS,1-50,4724753,2005,Industrial & Material Handling,5,98341.72543828309,Manufacturing Tools,Corporation,No,2015-07-15
4,approved,NS,1-50,4724753,2005,Industrial & Material Handling,5,98341.72543828309,Manufacturing Tools,Corporation,No,2015-07-15
2,approved,NS,1-50,2228409,1995,Construction & Transportation,4,110041.8845250536,Technology,Corporation,No,2017-07-06
3,approved,NS,1-50,2228409,1995,Construction & Transportation,4,110041.8845250536,Technology,Corporation,No,2017-07-06
1,approved,NB,51-100,3615048,1998,Landscaping & Agriculture,5,103921.24329071114,Heavy Machinery,Corporation,No,2023-05-23
3,approved,NB,51-100,3615048,1998,Landscaping & Agriculture,5,103921.24329071114,Heavy Machinery,Corporation,No,2023-05-23
4,approved,NB,51-100,3615048,1998,Landscaping & Agriculture,5,103921.24329071114,Heavy Machinery,Corporation,No,2023-05-23
1,approved,PEI,1-50,2545494,2014,Service Industry,3,137617.98326932036,POS Systems,Corporation,Yes,2022-02-11
2,approved,PEI,1-50,2545494,2014,Service Industry,3,137617.98326932036,POS Systems,Corporation,Yes,2022-02-11
3,approved,PEI,1-50,2545494,2014,Service Industry,3,137617.98326932036,POS Systems,Corporation,Yes,2022-02-11
4,approved,PEI,1-50,2545494,2014,Service Industry,3,137617.98326932036,POS Systems,Corporation,Yes,2022-02-11
1,approved,NS,100+,45932795,1959,Healthcare & Wellness,2,165615.33723071974,Medical Devices,Corporation,No,2024-06-07
3,approved,NS,100+,45932795,1959,Healthcare & Wellness,2,165615.33723071974,Medical Devices,Corporation,No,2024-06-07
4,approved,NS,100+,45932795,1959,Healthcare & Wellness,2,165615.33723071974,Medical Devices,Corporation,No,2024-06-07
2,approved,PEI,1-50,2511246,2019,Construction & Transportation,2,146335.21145031517,Software,Corporation,No,2023-05-12
1,denied,NB,1-50,1079140,2009,Construction & Transportation,3,88257.744559879,Construction Vehicles,Corporation,No,2019-11-07
3,approved,NB,1-50,1079140,2009,Construction & Transportation,3,88257.744559879,Construction Vehicles,Corporation,No,2019-11-07
1,denied,NB,51-100,6670311,2001,Landscaping & Agriculture,1,103212.29522407144,,Corporation,Yes,2018-01-05
3,denied,NB,51-100,6670311,2001,Landscaping & Agriculture,1,103212.29522407144,,Corporation,Yes,2018-01-05
4,approved,NB,51-100,6670311,2001,Landscaping & Agriculture,1,103212.29522407144,,Corporation,Yes,2018-01-05
2,approved,NB,1-50,3175377,2019,Construction & Transportation,1,127954.02410778467,Software,Corporation,No,2021-02-03
1,denied,NS,1-50,1303348,1998,Landscaping & Agriculture,1,148695.0788783232,Heavy Machinery,Corporation,Yes,2015-07-06
2,denied,NS,1-50,1303348,1998,Landscaping & Agriculture,1,148695.0788783232,Heavy Machinery,Corporation,Yes,2015-07-06
3,denied,NS,1-50,1303348,1998,Landscaping & Agriculture,1,148695.0788783232,Heavy Machinery,Corporation,Yes,2015-07-06
4,denied,NS,1-50,1303348,1998,Landscaping & Agriculture,1,148695.0788783232,Heavy Machinery,Corporation,Yes,2015-07-06
1,approved,NS,1-50,4931646,2006,Industrial & Material Handling,2,39300.851725999564,Heavy Tools,Corporation,No,2022-02-18
2,approved,NS,1-50,4931646,2006,Industrial & Material Handling,2,39300.851725999564,Heavy Tools,Corporation,No,2022-02-18
3,approved,NS,1-50,4931646,2006,Industrial & Material Handling,2,39300.851725999564,Heavy Tools,Corporation,No,2022-02-18
4,approved,NS,1-50,4931646,2006,Industrial & Material Handling,2,39300.851725999564,Heavy Tools,Corporation,No,2022-02-18
2,approved,PEI,51-100,7458638,2002,Industrial & Material Handling,2,152621.6684050027,Compututing Systems,Corporation,Yes,2015-03-26
1,denied,NS,51-100,2317128,2021,Construction & Transportation,4,250000.0,Safety Equipment,Corporation,Yes,2019-10-07
1,approved,NB,51-100,6785965,2000,Landscaping & Agriculture,1,185627.0498255877,Heavy Machinery,Corporation,No,2021-06-11
3,approved,NB,51-100,6785965,2000,Landscaping & Agriculture,1,185627.0498255877,Heavy Machinery,Corporation,No,2021-06-11
4,approved,NB,51-100,6785965,2000,Landscaping & Agriculture,1,185627.0498255877,Heavy Machinery,Corporation,No,2021-06-11
2,approved,NS,1-50,1775403,1990,Construction & Transportation,4,131751.75036665145,Software,Corporation,No,2024-09-19
1,approved,NS,1-50,4858337,2017,Service Industry,2,107602.7174170058,POS Systems,Corporation,Yes,2023-07-18
2,approved,NS,1-50,4858337,2017,Service Industry,2,107602.7174170058,POS Systems,Corporation,Yes,2023-07-18
3,approved,NS,1-50,4858337,2017,Service Industry,2,107602.7174170058,POS Systems,Corporation,Yes,2023-07-18
4,approved,NS,1-50,4858337,2017,Service Industry,2,107602.7174170058,POS Systems,Corporation,Yes,2023-07-18
1,approved,NS,1-50,2897981,2005,Healthcare & Wellness,1,134865.58091918408,Medical Devices,Corporation,No,2024-03-18
2,approved,NS,1-50,2897981,2005,Healthcare & Wellness,1,134865.58091918408,Medical Devices,Corporation,No,2024-03-18
3,approved,NS,1-50,2897981,2005,Healthcare & Wellness,1,134865.58091918408,Medical Devices,Corporation,No,2024-03-18
4,approved,NS,1-50,2897981,2005,Healthcare & Wellness,1,134865.58091918408,Medical Devices,Corporation,No,2024-03-18
2,approved,NB,51-100,3333376,2015,Construction & Transportation,5,141465.36932148234,Software,Corporation,No,2018-06-22
1,denied,PEI,1-50,1504012,1991,Service Industry,2,178304.7521586795,,Corporation,Yes,2021-11-12
3,approved,PEI,1-50,1504012,1991,Service Industry,2,178304.7521586795,,Corporation,Yes,2021-11-12
4,approved,PEI,1-50,1504012,1991,Service Industry,2,178304.7521586795,,Corporation,Yes,2021-11-12
1,approved,NS,51-100,2498727,2008,Industrial & Material Handling,3,51634.005862852006,Manufacturing Tools,Corporation,No,2017-01-03
3,approved,NS,51-100,2498727,2008,Industrial & Material Handling,3,51634.005862852006,Manufacturing Tools,Corporation,No,2017-01-03
4,approved,NS,51-100,2498727,2008,Industrial & Material Handling,3,51634.005862852006,Manufacturing Tools,Corporation,No,2017-01-03
2,approved,NS,1-50,4116344,2015,Landscaping & Agriculture,1,29280.95103778846,Technology,Corporation,No,2022-06-24
3,approved,NS,1-50,4116344,2015,Landscaping & Agriculture,1,29280.95103778846,Technology,Corporation,No,2022-06-24
1,approved,PEI,1-50,3880041,1996,Healthcare & Wellness,2,45180.810073735214,,Corporation,Yes,2017-09-01
2,approved,PEI,1-50,3880041,1996,Healthcare & Wellness,2,45180.810073735214,,Corporation,Yes,2017-09-01
3,approved,PEI,1-50,3880041,1996,Healthcare & Wellness,2,45180.810073735214,,Corporation,Yes,2017-09-01
4,approved,PEI,1-50,3880041,1996,Healthcare & Wellness,2,45180.810073735214,,Corporation,Yes,2017-09-01
1,approved,NS,1-50,1791919,2013,Service Industry,3,93103.27523445246,Other,Corporation,Yes,2021-09-10
3,approved,NS,1-50,1791919,2013,Service Industry,3,93103.27523445246,Other,Corporation,Yes,2021-09-10
4,denied,NS,1-50,1791919,2013,Service Industry,3,93103.27523445246,Other,Corporation,Yes,2021-09-10
1,approved,NS,51-100,2713770,1995,Service Industry,2,125710.98461746742,POS Systems,Corporation,Yes,2022-06-17
3,approved,NS,51-100,2713770,1995,Service Industry,2,125710.98461746742,POS Systems,Corporation,Yes,2022-06-17
4,approved,NS,51-100,2713770,1995,Service Industry,2,125710.98461746742,POS Systems,Corporation,Yes,2022-06-17
2,approved,NB,1-50,3668570,1999,Landscaping & Agriculture,2,130339.40274627927,Technology,Corporation,Yes,2022-11-07
3,approved,NB,1-50,3668570,1999,Landscaping & Agriculture,2,130339.40274627927,Technology,Corporation,Yes,2022-11-07
1,approved,NS,1-50,2838550,2012,Service Industry,2,94360.80468125986,Service Machinery,Corporation,Yes,2020-04-17
3,approved,NS,1-50,2838550,2012,Service Industry,2,94360.80468125986,Service Machinery,Corporation,Yes,2020-04-17
4,approved,NS,1-50,2838550,2012,Service Industry,2,94360.80468125986,Service Machinery,Corporation,Yes,2020-04-17
2,approved,NS,1-50,3939441,2020,Construction & Transportation,4,134973.07662839888,Technology,Corporation,Yes,2016-11-23
2,denied,NS,1-50,3464541,1997,Construction & Transportation,3,77479.31452453698,Software,Corporation,No,2017-06-09
2,approved,NS,51-100,8639876,2019,Industrial & Material Handling,3,161838.71118504708,Compututing Systems,Corporation,Yes,2021-10-26
1,approved,NS,1-50,3840766,1999,Healthcare & Wellness,1,121720.54464616251,,Corporation,No,2021-12-24
2,approved,NS,1-50,3840766,1999,Healthcare & Wellness,1,121720.54464616251,,Corporation,No,2021-12-24
